PRODUCT_TYPE,PRODUCT_ID,PARENT_ID,SKU,PRODUCT_NAME,PRODUCT_SUMMARY,PRODUCT_DESCRIPTION,ORIGINAL_PRICE,SELLING_PRICE,PRICE_RANGE,BRAND,VARIANT_COLOR,VARIANT_SIZE,VARIANT_FIT,Color,THUMBNAIL_IMAGES,FULL_SIZE_IMAGES,ACTIVE,PUBLISHED,COLLECTIONS,Gender,Details,Fabric,Measurements,Season,variantPosition
VARIANT,BR2001BLA6R,BR2001,BR2001BLA6R,Stessy 6/Regular,High heel shoe - Stiletto heel,"We thoughtfully expanded our collection to include wide width shoes and heels, so wide feet can experience the perfect fit. This product is available in feel-good widths.",85,85,50-99.99,Aldo,Black||#000000|Black,6,REGULAR,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA6R/apparelProductCatalog_BR2001BLA6R_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA6R/apparelProductCatalog_BR2001BLA6R_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA6R/apparelProductCatalog_BR2001BLA6R_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA6R/apparelProductCatalog_BR2001BLA6R_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA6R/apparelProductCatalog_BR2001BLA6R_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA6R/apparelProductCatalog_BR2001BLA6R_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA6R/apparelProductCatalog_BR2001BLA6R_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA6R/apparelProductCatalog_BR2001BLA6R_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA6R/apparelProductCatalog_BR2001BLA6R_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA6R/apparelProductCatalog_BR2001BLA6R_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA6R/apparelProductCatalog_BR2001BLA6R_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA6R/apparelProductCatalog_BR2001BLA6R_6.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Stiletto heel, Slip on","Upper: Synthetic, Lining: Synthetic, Sole: Rubber","Heel Height: 4.25'', Wide Fit","Summer, Spring",6
VARIANT,BR2001BLA7R,BR2001,BR2001BLA7R,Stessy 7/Regular,High heel shoe - Stiletto heel,"We thoughtfully expanded our collection to include wide width shoes and heels, so wide feet can experience the perfect fit. This product is available in feel-good widths.",85,85,50-99.99,Aldo,Black||#000000|Black,7,REGULAR,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA7R/apparelProductCatalog_BR2001BLA7R_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA7R/apparelProductCatalog_BR2001BLA7R_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA7R/apparelProductCatalog_BR2001BLA7R_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA7R/apparelProductCatalog_BR2001BLA7R_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA7R/apparelProductCatalog_BR2001BLA7R_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA7R/apparelProductCatalog_BR2001BLA7R_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA7R/apparelProductCatalog_BR2001BLA7R_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA7R/apparelProductCatalog_BR2001BLA7R_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA7R/apparelProductCatalog_BR2001BLA7R_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA7R/apparelProductCatalog_BR2001BLA7R_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA7R/apparelProductCatalog_BR2001BLA7R_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA7R/apparelProductCatalog_BR2001BLA7R_6.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Stiletto heel, Slip on","Upper: Synthetic, Lining: Synthetic, Sole: Rubber","Heel Height: 4.25'', Wide Fit","Summer, Spring",7
VARIANT,BR2001BLA8R,BR2001,BR2001BLA8R,Stessy 8/Regular,High heel shoe - Stiletto heel,"We thoughtfully expanded our collection to include wide width shoes and heels, so wide feet can experience the perfect fit. This product is available in feel-good widths.",85,85,50-99.99,Aldo,Black||#000000|Black,8,REGULAR,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA8R/apparelProductCatalog_BR2001BLA8R_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA8R/apparelProductCatalog_BR2001BLA8R_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA8R/apparelProductCatalog_BR2001BLA8R_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA8R/apparelProductCatalog_BR2001BLA8R_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA8R/apparelProductCatalog_BR2001BLA8R_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA8R/apparelProductCatalog_BR2001BLA8R_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA8R/apparelProductCatalog_BR2001BLA8R_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA8R/apparelProductCatalog_BR2001BLA8R_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA8R/apparelProductCatalog_BR2001BLA8R_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA8R/apparelProductCatalog_BR2001BLA8R_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA8R/apparelProductCatalog_BR2001BLA8R_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA8R/apparelProductCatalog_BR2001BLA8R_6.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Stiletto heel, Slip on","Upper: Synthetic, Lining: Synthetic, Sole: Rubber","Heel Height: 4.25'', Wide Fit","Summer, Spring",8
VARIANT,BR2001BLA9R,BR2001,BR2001BLA9R,Stessy 9/Regular,High heel shoe - Stiletto heel,"We thoughtfully expanded our collection to include wide width shoes and heels, so wide feet can experience the perfect fit. This product is available in feel-good widths.",85,85,50-99.99,Aldo,Black||#000000|Black,9,REGULAR,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA9R/apparelProductCatalog_BR2001BLA9R_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA9R/apparelProductCatalog_BR2001BLA9R_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA9R/apparelProductCatalog_BR2001BLA9R_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA9R/apparelProductCatalog_BR2001BLA9R_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA9R/apparelProductCatalog_BR2001BLA9R_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001BLA9R/apparelProductCatalog_BR2001BLA9R_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA9R/apparelProductCatalog_BR2001BLA9R_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA9R/apparelProductCatalog_BR2001BLA9R_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA9R/apparelProductCatalog_BR2001BLA9R_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA9R/apparelProductCatalog_BR2001BLA9R_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA9R/apparelProductCatalog_BR2001BLA9R_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001BLA9R/apparelProductCatalog_BR2001BLA9R_6.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Stiletto heel, Slip on","Upper: Synthetic, Lining: Synthetic, Sole: Rubber","Heel Height: 4.25'', Wide Fit","Summer, Spring",9
VARIANT,BR2001PIN5W,BR2001,BR2001PIN5W,Stessy 5/Wide,High heel shoe - Stiletto heel,"We thoughtfully expanded our collection to include wide width shoes and heels, so wide feet can experience the perfect fit. This product is available in feel-good widths.",85,85,50-99.99,Aldo,Pink||#cc379d|Pink,5,WIDE,Pink,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN5W/apparelProductCatalog_BR2001PIN5W_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN5W/apparelProductCatalog_BR2001PIN5W_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN5W/apparelProductCatalog_BR2001PIN5W_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN5W/apparelProductCatalog_BR2001PIN5W_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN5W/apparelProductCatalog_BR2001PIN5W_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN5W/apparelProductCatalog_BR2001PIN5W_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN5W/apparelProductCatalog_BR2001PIN5W_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN5W/apparelProductCatalog_BR2001PIN5W_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN5W/apparelProductCatalog_BR2001PIN5W_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN5W/apparelProductCatalog_BR2001PIN5W_5.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Stiletto heel, Slip on","Upper: Synthetic, Lining: Synthetic, Sole: Rubber","Heel Height: 4.25'', Wide Fit","Summer, Spring",10
VARIANT,BR2001PIN6W,BR2001,BR2001PIN6W,Stessy 6/Wide,High heel shoe - Stiletto heel,"We thoughtfully expanded our collection to include wide width shoes and heels, so wide feet can experience the perfect fit. This product is available in feel-good widths.",85,85,50-99.99,Aldo,Pink||#cc379d|Pink,6,WIDE,Pink,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN6W/apparelProductCatalog_BR2001PIN6W_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN6W/apparelProductCatalog_BR2001PIN6W_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN6W/apparelProductCatalog_BR2001PIN6W_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN6W/apparelProductCatalog_BR2001PIN6W_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN6W/apparelProductCatalog_BR2001PIN6W_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN6W/apparelProductCatalog_BR2001PIN6W_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN6W/apparelProductCatalog_BR2001PIN6W_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN6W/apparelProductCatalog_BR2001PIN6W_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN6W/apparelProductCatalog_BR2001PIN6W_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN6W/apparelProductCatalog_BR2001PIN6W_5.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Stiletto heel, Slip on","Upper: Synthetic, Lining: Synthetic, Sole: Rubber","Heel Height: 4.25'', Wide Fit","Summer, Spring",11
VARIANT,BR2001PIN7W,BR2001,BR2001PIN7W,Stessy 7/Wide,High heel shoe - Stiletto heel,"We thoughtfully expanded our collection to include wide width shoes and heels, so wide feet can experience the perfect fit. This product is available in feel-good widths.",85,85,50-99.99,Aldo,Pink||#cc379d|Pink,7,WIDE,Pink,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN7W/apparelProductCatalog_BR2001PIN7W_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN7W/apparelProductCatalog_BR2001PIN7W_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN7W/apparelProductCatalog_BR2001PIN7W_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN7W/apparelProductCatalog_BR2001PIN7W_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN7W/apparelProductCatalog_BR2001PIN7W_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN7W/apparelProductCatalog_BR2001PIN7W_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN7W/apparelProductCatalog_BR2001PIN7W_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN7W/apparelProductCatalog_BR2001PIN7W_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN7W/apparelProductCatalog_BR2001PIN7W_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN7W/apparelProductCatalog_BR2001PIN7W_5.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Stiletto heel, Slip on","Upper: Synthetic, Lining: Synthetic, Sole: Rubber","Heel Height: 4.25'', Wide Fit","Summer, Spring",12
VARIANT,BR2001PIN8W,BR2001,BR2001PIN8W,Stessy 8/Wide,High heel shoe - Stiletto heel,"We thoughtfully expanded our collection to include wide width shoes and heels, so wide feet can experience the perfect fit. This product is available in feel-good widths.",85,85,50-99.99,Aldo,Pink||#cc379d|Pink,8,WIDE,Pink,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN8W/apparelProductCatalog_BR2001PIN8W_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN8W/apparelProductCatalog_BR2001PIN8W_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN8W/apparelProductCatalog_BR2001PIN8W_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN8W/apparelProductCatalog_BR2001PIN8W_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN8W/apparelProductCatalog_BR2001PIN8W_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN8W/apparelProductCatalog_BR2001PIN8W_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN8W/apparelProductCatalog_BR2001PIN8W_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN8W/apparelProductCatalog_BR2001PIN8W_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN8W/apparelProductCatalog_BR2001PIN8W_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN8W/apparelProductCatalog_BR2001PIN8W_5.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Stiletto heel, Slip on","Upper: Synthetic, Lining: Synthetic, Sole: Rubber","Heel Height: 4.25'', Wide Fit","Summer, Spring",13
VARIANT,BR2001PIN9W,BR2001,BR2001PIN9W,Stessy 9/Wide,High heel shoe - Stiletto heel,"We thoughtfully expanded our collection to include wide width shoes and heels, so wide feet can experience the perfect fit. This product is available in feel-good widths.",85,85,50-99.99,Aldo,Pink||#cc379d|Pink,9,WIDE,Pink,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN9W/apparelProductCatalog_BR2001PIN9W_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN9W/apparelProductCatalog_BR2001PIN9W_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN9W/apparelProductCatalog_BR2001PIN9W_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN9W/apparelProductCatalog_BR2001PIN9W_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN9W/apparelProductCatalog_BR2001PIN9W_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN9W/apparelProductCatalog_BR2001PIN9W_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN9W/apparelProductCatalog_BR2001PIN9W_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN9W/apparelProductCatalog_BR2001PIN9W_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN9W/apparelProductCatalog_BR2001PIN9W_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN9W/apparelProductCatalog_BR2001PIN9W_5.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Stiletto heel, Slip on","Upper: Synthetic, Lining: Synthetic, Sole: Rubber","Heel Height: 4.25'', Wide Fit","Summer, Spring",14
VARIANT,BR2001PIN5R,BR2001,BR2001PIN5R,Stessy 5/Regular,High heel shoe - Stiletto heel,"We thoughtfully expanded our collection to include wide width shoes and heels, so wide feet can experience the perfect fit. This product is available in feel-good widths.",85,85,50-99.99,Aldo,Pink||#cc379d|Pink,5,REGULAR,Pink,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN5R/apparelProductCatalog_BR2001PIN5R_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN5R/apparelProductCatalog_BR2001PIN5R_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN5R/apparelProductCatalog_BR2001PIN5R_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN5R/apparelProductCatalog_BR2001PIN5R_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN5R/apparelProductCatalog_BR2001PIN5R_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN5R/apparelProductCatalog_BR2001PIN5R_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN5R/apparelProductCatalog_BR2001PIN5R_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN5R/apparelProductCatalog_BR2001PIN5R_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN5R/apparelProductCatalog_BR2001PIN5R_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN5R/apparelProductCatalog_BR2001PIN5R_5.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Stiletto heel, Slip on","Upper: Synthetic, Lining: Synthetic, Sole: Rubber","Heel Height: 4.25'', Wide Fit","Summer, Spring",15
VARIANT,BR2001PIN6R,BR2001,BR2001PIN6R,Stessy 6/Regular,High heel shoe - Stiletto heel,"We thoughtfully expanded our collection to include wide width shoes and heels, so wide feet can experience the perfect fit. This product is available in feel-good widths.",85,85,50-99.99,Aldo,Pink||#cc379d|Pink,6,REGULAR,Pink,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN6R/apparelProductCatalog_BR2001PIN6R_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN6R/apparelProductCatalog_BR2001PIN6R_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN6R/apparelProductCatalog_BR2001PIN6R_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN6R/apparelProductCatalog_BR2001PIN6R_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN6R/apparelProductCatalog_BR2001PIN6R_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN6R/apparelProductCatalog_BR2001PIN6R_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN6R/apparelProductCatalog_BR2001PIN6R_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN6R/apparelProductCatalog_BR2001PIN6R_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN6R/apparelProductCatalog_BR2001PIN6R_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN6R/apparelProductCatalog_BR2001PIN6R_5.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Stiletto heel, Slip on","Upper: Synthetic, Lining: Synthetic, Sole: Rubber","Heel Height: 4.25'', Wide Fit","Summer, Spring",16
VARIANT,BR2001PIN7R,BR2001,BR2001PIN7R,Stessy 7/Regular,High heel shoe - Stiletto heel,"We thoughtfully expanded our collection to include wide width shoes and heels, so wide feet can experience the perfect fit. This product is available in feel-good widths.",85,85,50-99.99,Aldo,Pink||#cc379d|Pink,7,REGULAR,Pink,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN7R/apparelProductCatalog_BR2001PIN7R_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN7R/apparelProductCatalog_BR2001PIN7R_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN7R/apparelProductCatalog_BR2001PIN7R_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN7R/apparelProductCatalog_BR2001PIN7R_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN7R/apparelProductCatalog_BR2001PIN7R_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN7R/apparelProductCatalog_BR2001PIN7R_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN7R/apparelProductCatalog_BR2001PIN7R_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN7R/apparelProductCatalog_BR2001PIN7R_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN7R/apparelProductCatalog_BR2001PIN7R_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN7R/apparelProductCatalog_BR2001PIN7R_5.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Stiletto heel, Slip on","Upper: Synthetic, Lining: Synthetic, Sole: Rubber","Heel Height: 4.25'', Wide Fit","Summer, Spring",17
VARIANT,BR2001PIN8R,BR2001,BR2001PIN8R,Stessy 8/Regular,High heel shoe - Stiletto heel,"We thoughtfully expanded our collection to include wide width shoes and heels, so wide feet can experience the perfect fit. This product is available in feel-good widths.",85,85,50-99.99,Aldo,Pink||#cc379d|Pink,8,REGULAR,Pink,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN8R/apparelProductCatalog_BR2001PIN8R_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN8R/apparelProductCatalog_BR2001PIN8R_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN8R/apparelProductCatalog_BR2001PIN8R_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN8R/apparelProductCatalog_BR2001PIN8R_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR2001PIN8R/apparelProductCatalog_BR2001PIN8R_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN8R/apparelProductCatalog_BR2001PIN8R_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN8R/apparelProductCatalog_BR2001PIN8R_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN8R/apparelProductCatalog_BR2001PIN8R_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN8R/apparelProductCatalog_BR2001PIN8R_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR2001PIN8R/apparelProductCatalog_BR2001PIN8R_5.jpg,TRUE,TRUE,,FEMALE,"High heel shoe, Pointy toe, Stiletto heel, Slip on","Upper: Synthetic, Lining: Synthetic, Sole: Rubber","Heel Height: 4.25'', Wide Fit","Summer, Spring",18
